Date,Open,High,Low,Close,Volume
2021-07-08 13:00:00,428.65,429.595,427.61,429.45,12577185
2021-07-08 14:00:00,429.45,429.46,427.52,428.14,13886427
2021-07-08 15:00:00,428.15,431.1,427.98,430.93,8947778
2021-07-08 16:00:00,430.91,431.73,430.645,431.55,5597812
2021-07-08 17:00:00,431.55,431.64,430.86,430.98,5184828
2021-07-08 18:00:00,430.99,431.04,429.83,430.27,6441148
2021-07-08 19:00:00,430.26,430.98,429.145,430.95,18868024
2021-07-09 14:00:00,433.58,434.44,433.58,434.08,8387484
2021-07-09 15:00:00,434.09,435.22,434.09,434.72,6496391
2021-07-09 16:00:00,434.7399,435.09,434.58,434.8311,4123629
2021-07-09 17:00:00,434.83,435.005,434.61,434.97,3147006
2021-07-09 18:00:00,434.96,435.66,434.96,435.57,3915127
2021-07-09 19:00:00,435.58,435.84,435.29,435.49,16691321
2021-07-12 14:00:00,435.94,436.74,435.6209,436.62,5537367
2021-07-12 15:00:00,436.62,436.66,436.07,436.59,3362830
2021-07-12 16:00:00,436.585,436.73,436.38,436.53,2528979
2021-07-12 17:00:00,436.5311,436.8,436.41,436.5699,2097327
2021-07-12 18:00:00,436.56,437.1,436.5201,436.88,4335180
2021-07-12 19:00:00,436.87,437.35,436.75,437.08,11910036
2021-07-13 13:00:00,435.22,437.12,435.2,436.8,5741837
2021-07-13 14:00:00,436.82,437.485,436.55,436.9119,5040522
2021-07-13 15:00:00,436.91,437.8,436.91,437.725,3515846
2021-07-13 16:00:00,437.73,437.84,437.4,437.52,1976472
2021-07-13 17:00:00,437.515,437.5389,435.74,436.47,6370280
2021-07-13 18:00:00,436.46,436.535,435.57,436.2799,6145287
2021-07-13 19:00:00,436.28,436.29,435.31,435.61,10826292
2021-07-14 13:00:00,437.34,437.92,436.93,437.01,5348091
2021-07-14 14:00:00,437.02,437.45,436.51,437.01,4902277
2021-07-14 15:00:00,436.9989,437.0281,434.91,434.99,7131086
2021-07-14 16:00:00,434.99,436.7699,434.96,436.5,5177011
2021-07-14 17:00:00,436.5082,436.635,435.82,436.48,3544592
2021-07-14 18:00:00,436.49,436.97,436.38,436.62,3563281
2021-07-14 19:00:00,436.62,437.08,436.005,436.22,13946491
2021-07-15 14:00:00,435.36,435.53,434.18,434.78,7231182
2021-07-15 15:00:00,434.78,435.36,434.2,434.7369,4779938
2021-07-15 16:00:00,434.73,434.96,434.01,434.56,4179021
2021-07-15 17:00:00,434.5625,434.6,432.72,432.79,6963609
2021-07-15 18:00:00,432.77,434.2099,432.74,434.2099,5880921
2021-07-15 19:00:00,434.2,434.81,434.02,434.73,9155143
2021-07-16 13:00:00,435.85,436.42,434.92,435.18,5708770
2021-07-16 14:00:00,435.19,435.27,433.14,433.8001,8903713
2021-07-16 15:00:00,433.82,433.95,432.93,433.6519,6019714
2021-07-16 16:00:00,433.65,434.23,433.5119,433.685,5263531
2021-07-16 17:00:00,433.69,434.065,433.04,433.165,3974478
2021-07-16 18:00:00,433.17,433.19,432.04,432.2158,7198005
2021-07-16 19:00:00,432.22,432.34,430.92,431.4,15641557
2021-07-19 13:00:00,426.42,426.71,423.95,424.27,15164697
2021-07-19 14:00:00,424.25,424.59,422.665,424.1119,19612249
2021-07-19 15:00:00,424.12,425.38,423.58,424.925,12061332
2021-07-19 16:00:00,424.92,424.92,422.26,422.855,11649121
2021-07-19 17:00:00,422.84,423.46,421.97,422.135,11181448
2021-07-19 18:00:00,422.13,423.41,421.97,422.3999,11710467
2021-07-19 19:00:00,422.39,425.01,422.185,424.96,28256877
2021-07-20 13:00:00,426.14,428.39,424.83,428.24,10682442
2021-07-20 14:00:00,428.25,430.27,427.95,430.23,12434167
2021-07-20 15:00:00,430.22,431.16,429.84,431.11,7840808
2021-07-20 16:00:00,431.12,432.02,430.85,431.99,7109621
2021-07-20 17:00:00,432.0,432.08,430.74,431.075,6504849
2021-07-20 18:00:00,431.0719,431.92,431.0719,431.5389,7448122
2021-07-20 19:00:00,431.54,432.42,431.03,431.03,20355214
2021-07-21 14:00:00,433.66,433.72,432.855,433.44,5881961
2021-07-21 15:00:00,433.45,434.02,433.11,434.001,4649088
2021-07-21 16:00:00,434.02,434.02,433.4117,433.455,4901542
2021-07-21 17:00:00,433.4599,434.04,433.44,433.9117,3311638
2021-07-21 18:00:00,433.915,434.17,433.62,434.165,3389200
2021-07-21 19:00:00,434.1699,434.7,433.54,434.56,14425473
2021-07-22 13:00:00,434.34,435.03,433.93,434.4,5701912
2021-07-22 14:00:00,434.39,435.365,434.07,435.04,5613414
2021-07-22 15:00:00,435.04,435.145,434.17,434.505,4013342
2021-07-22 16:00:00,434.5099,434.82,433.69,434.81,4490639
2021-07-22 17:00:00,434.81,435.24,434.68,435.229,2586348
2021-07-22 18:00:00,435.225,435.72,435.157,435.6619,3700980
2021-07-22 19:00:00,435.6501,435.71,435.11,435.49,7191109
2021-07-23 13:00:00,437.32,437.65,436.79,436.98,5762089
2021-07-23 14:00:00,436.975,438.38,436.95,438.3099,6808958
2021-07-23 15:00:00,438.3,439.5,438.27,438.73,7218049
2021-07-23 16:00:00,438.74,439.375,438.71,439.351,3999984
2021-07-23 17:00:00,439.36,440.04,439.3499,439.77,4200220
2021-07-23 18:00:00,439.765,440.0,439.58,439.74,4123996
2021-07-23 19:00:00,439.74,440.3,439.16,439.89,10847848
2021-07-26 13:00:00,438.7,440.24,438.6,439.98,4610141
2021-07-26 14:00:00,439.97,440.07,439.26,439.65,5019344
2021-07-26 15:00:00,439.65,440.75,439.405,440.705,3759837
2021-07-26 16:00:00,440.71,440.83,439.94,440.18,2827933
2021-07-26 17:00:00,440.1899,440.695,440.18,440.33,2101623
2021-07-26 18:00:00,440.33,440.68,440.18,440.6143,3130032
2021-07-26 19:00:00,440.61,441.03,440.45,440.99,7312395
2021-07-27 14:00:00,439.25,439.64,437.93,438.5617,9218797
2021-07-27 15:00:00,438.56,439.09,436.76,437.61,8386528
2021-07-27 16:00:00,437.6,437.61,436.37,436.81,5417224
2021-07-27 17:00:00,436.795,437.2,435.99,436.339,4611411
2021-07-27 18:00:00,436.33,438.06,436.28,438.025,5515181
2021-07-27 19:00:00,438.02,439.06,437.69,438.99,11495743
2021-07-28 13:00:00,439.42,439.8301,438.11,438.6,4966692
2021-07-28 14:00:00,438.6,439.58,438.16,439.31,6204963
2021-07-28 15:00:00,439.31,439.54,438.885,439.2699,3872738
2021-07-28 16:00:00,439.265,439.34,438.41,438.62,2708499
2021-07-28 17:00:00,438.63,438.72,437.91,438.2,3364354
2021-07-28 18:00:00,438.2,440.3,437.31,439.68,8817534
2021-07-28 19:00:00,439.7,439.9609,438.73,438.7999,8556559
2021-07-29 13:00:00,439.75,441.1,439.72,440.76,5478414
2021-07-29 14:00:00,440.76,441.5,440.38,441.5,5718096
2021-07-29 15:00:00,441.5,441.7,441.11,441.21,5760316
2021-07-29 16:00:00,441.2,441.745,441.18,441.3619,2666642
2021-07-29 17:00:00,441.37,441.8,441.34,441.52,2466623
2021-07-29 18:00:00,441.52,441.63,440.95,441.14,3071548
2021-07-29 19:00:00,441.15,441.155,440.65,440.68,8302897
2021-07-30 14:00:00,439.39,440.06,438.53,438.5942,6269130
2021-07-30 15:00:00,438.595,439.18,438.07,438.4,4700266
2021-07-30 16:00:00,438.4,439.0699,438.28,438.955,2244947
2021-07-30 17:00:00,438.95,439.165,438.54,438.8702,2972425
2021-07-30 18:00:00,438.88,438.929,437.77,438.53,6589311
2021-07-30 19:00:00,438.53,438.879,437.97,438.49,14413319
2021-08-02 14:00:00,440.22,440.76,439.68,439.98,6836583
2021-08-02 15:00:00,439.985,440.4,438.77,438.8411,4528958
2021-08-02 16:00:00,438.84,439.16,438.19,438.815,6333662
2021-08-02 17:00:00,438.82,439.22,438.16,438.56,4429524
2021-08-02 18:00:00,438.56,438.97,438.4,438.7799,3865619
2021-08-02 19:00:00,438.78,438.9,437.21,437.58,11407599
2021-08-03 13:00:00,438.69,438.72,436.32,436.4,5240436
2021-08-03 14:00:00,436.4,438.14,436.1,437.4611,8643944
2021-08-03 15:00:00,437.46,439.84,437.04,439.7481,8185172
2021-08-03 16:00:00,439.745,439.84,439.063,439.8,4146112
2021-08-03 17:00:00,439.8,440.29,439.795,440.2,3000599
2021-08-03 18:00:00,440.2,440.64,439.86,440.4608,4167384
2021-08-03 19:00:00,440.46,441.28,440.46,441.12,11625265
2021-08-04 13:00:00,439.7,440.196,439.41,439.91,5628538
2021-08-04 14:00:00,439.93,440.405,439.04,439.42,6596402
2021-08-04 15:00:00,439.42,439.91,438.73,439.4199,4854193
2021-08-04 16:00:00,439.41,439.719,439.2,439.57,3103611
2021-08-04 17:00:00,439.57,440.12,439.56,439.83,2686215
2021-08-04 18:00:00,439.84,440.28,439.6,439.6943,3927504
2021-08-04 19:00:00,439.7,439.91,438.97,439.01,7536049
2021-08-05 14:00:00,440.8,441.075,440.33,440.975,4261839
2021-08-05 15:00:00,440.98,441.13,440.775,440.8831,2921853
2021-08-05 16:00:00,440.89,441.02,440.44,440.45,2329054
2021-08-05 17:00:00,440.455,441.0,440.41,440.98,2040321
2021-08-05 18:00:00,440.99,441.14,440.67,440.74,3183253
2021-08-05 19:00:00,440.74,441.85,440.65,441.76,7909078
2021-08-06 13:00:00,441.86,442.94,441.81,442.04,4934043
2021-08-06 14:00:00,442.05,442.64,441.8,442.11,6143216
2021-08-06 15:00:00,442.1,442.57,441.8511,442.55,3574827
2021-08-06 16:00:00,442.55,442.79,442.3201,442.76,1964991
2021-08-06 17:00:00,442.76,442.83,442.5,442.65,2336919
2021-08-06 18:00:00,442.65,442.73,442.06,442.0611,2974724
2021-08-06 19:00:00,442.06,442.67,441.945,442.53,8853316
2021-08-09 13:00:00,442.1,442.795,441.31,441.75,4977710
2021-08-09 14:00:00,441.75,442.28,441.4532,441.83,5008309
2021-08-09 15:00:00,441.83,442.36,441.72,442.35,2872834
2021-08-09 16:00:00,442.349,442.36,442.03,442.18,2007737
